product_description,product_image,product_price,product_title
" TWS Earbuds with AptSense 40ms Low-Latency Mobile Gaming | Immersive Sound with Deep Bass | 45 Hrs Playtime with the Charging Case | Ergo-fit Bluetooth Earphones with Touch Controls  
 HD Mic with TruTalk AI-ENC (Environmental Noise Cancellation) for Enhanced Voice Calls | Game/Music Modes for Mobile Entertainment | BT5.3 Headphones with 1-Step Pairing & 10m Stable Wireless Connect  
 Large 13mm Dynamic Drivers | Snug-fit Earbuds with Passive Noise Cancellation | Easy Access to Device's Voice Assistant | Multi-function Controls - Music/Calls/Modes | IPX5 Water Resistant  
 Stereo Calls & Stereo/Mono Bud Usage | Compact RGB Light Charging Case for Extended Playtime | 1 Hr Buds Charge Time | Type-C Fast Charging Case, Just 1.5Hrs Charge & DC5V/1A Input max.  
 S/M/L Size Silicone Eartips Included for a Perfect Fit | 1-year manufacturer warranty from the date of purchase on manufacturing defects only  
 Caution: Using incompatible USB cable or high voltage chargers can damage the product & void the product warranty. We strongly recommend using DC5V-1A chargers & the USB cable included in the package.  ",https://m.media-amazon.com/images/I/41m9gVSTYvL._SX300_SY300_QL70_ML2_.jpg,₹699,"pTron Newly Launched Bassbuds Turbo TWS Earbuds, 40ms Gaming Low Latency, TruTalk AI-ENC Calls, Deep Bass, 45Hrs Playtime, HD Mic, in-Ear Bluetooth 5.3 Headphones, Type-C Fast Charging & IPX5 (Blue)"
 Bluetooth wireless technology  ,https://m.media-amazon.com/images/I/318ZX1G-ZmL._SX300_SY300_QL70_ML2_.jpg,"₹3,299","Skullcandy Jib True 2 in-Ear Wireless Earbuds, 32 Hr Battery, Microphone, Works with iPhone Android and Bluetooth Devices - Black"
" Bass Boost: Feel the deep, resonating beats with our bass boost feature, adding richness and depth to your favorite tracks and gaming sessions.  
 Hi-fi Audio: Indulge in crystal-clear, high-fidelity audio that brings out every detail, ensuring an immersive listening experience that elevates your music and gaming.  
 Balanced Sound: Enjoy a harmonious blend of treble, midrange, and bass frequencies for a well-rounded sound signature that caters to all music genres and multimedia.  
 1.2 Meter Cable: With a generous 1.2-meter cable length, you get the freedom to move around without feeling restricted, perfect for gaming or listening on-the-go.  
 Built-in Microphone: Stay connected with hands-free calls thanks to the built-in microphone, ensuring clear and crisp voice quality for all your conversations.  
 In-line Controls: Easily manage your music and calls with intuitive in-line controls, giving you quick access to volume, play/pause, and call functions without reaching for your device.  
 Non-removable (Fixed) Earbuds: Designed for durability and a secure fit, the non-removable earbuds ensure they stay in place during all your activities without the risk of falling out.  ",https://m.media-amazon.com/images/I/21F3BDT6AmL._SX300_SY300_QL70_ML2_.jpg,₹399,"Vatural™ in-Ear Wired Headphones | 3.5mm Audio Jack | Bass Boost | Balanced Audio | Clear Sound for Games, Movies, Music, Calls | Supports Multiple Devices (Black)"
" Quick charge technology: Get 5 hours of premium stereo sound with just a 10-minute charge, with an unrivalled 50-hour total battery playtime; perfect for the time-conscious music lover  
 Immersive HD stereo sound: Engineered with precision, a built-in 5 Band EQ, customizable sound modes for a personalized listening experience, and adaptive hybrid ANC for noise-free audio  
 All-day comfort: A lightweight and ergonomic design with soft, cushioned ear cups and an adjustable headband for extended listening sessions  
 Full control at your fingertips: Navigate through your music and manage phone calls by simply tapping to play or pause, sliding to adjust volume, and swiping to change tracks or answer/end calls  
 The complete package: Includes essential accessories like a USB-C charging cable, an additional audio cable for wired use, and a padded carrying case for convenient storage and portability  ",https://m.media-amazon.com/images/I/31WKijnKQkL._SY300_SX300_.jpg,"₹15,990","Sennheiser ACCENTUM Plus Wireless Bluetooth Over Ear Headphones - Quick-Charge, 50h Battery, Adaptive Hybrid ANC, Sound Personalization and 2 Yr Warranty - Black"
" Enhanced Active Noise Cancellation: Experience advanced multi-mode active noise cancellation designed for both outdoor and indoor environments, including commuting, library, airplane, and subway use. Our ANC technology expertly isolates unwanted noise, creating a serene background for your music.  
 Superb Sound Quality: Equipped with 40mm dynamic drivers coated in Titanium, the WH700NB headphones deliver deep, impactful bass and crystal-clear high frequencies. Immerse yourself in a captivating listening journey.  
 Crystal-Clear Call Clarity: Powered by advanced Al algorithms and a single microphone with DNN noise cancellation, the headphones picks up human voice clearly even under noisy conditions. Effortlessly engage in hands-free calls or tele-conferences with impeccable clarity.  
 Up to 68 Hours Playback Time: Enjoy an impressive playback time of up to 68 hours with ANC off. A 10-minute charge gives you 8 hours of uninterrupted use, ensuring your music keeps pace with your lifestyle.  
 Fully Foldable For a Comfortable Use: Designed for your comfort, the W700NB headphones boast skin-friendly ear cushions and a soft-toned headband. The foldable and compact design enhances portability, making them your ideal on-the-go companions.  
 Seamless Dual Device Connectivity: The headphone can connect two source devices at the same time. Seamlessly transition between music, online meetings, videos, and calls across two different devices.  ",https://m.media-amazon.com/images/I/31vbnhM4nrL._SY300_SX300_.jpg,"₹4,990",Edifier WH700NB Active Noise Cancelling Headphones - 68H Playtime - AI Call Noise Cancellation - Dual Device Connection - Lightweight & Foldable Design - Fast Charge - Bluetooth 5.3 - Black
" With up to 50-hour battery life and quick charging, you’ll have enough power for multi-day road trips and long festival weekends.  
 Great sound quality customizable to your music preference with EQ Custom on the Sony | Headphones Connect App.  
 Boost the quality of compressed music files and enjoy streaming music with high quality sound through DSEE.  
 Designed to be lightweight and comfortable for all-day use.  
 Crystal clear hands-free calling with built-in mic.  
 Multipoint connection allows you to quickly switch between two devices at once.  
 Find your headphones easily with Fast Pair  ",https://m.media-amazon.com/images/I/31eo70r2NWL._SY300_SX300_.jpg,"₹5,490","Sony WH-CH520, Wireless On-Ear Bluetooth Headphones with Mic, Upto 50 Hours Playtime, DSEE Upscale, Multipoint Connectivity/Dual Pairing,Voice Assistant App Support for Mobile Phones (Beige)"
" 3D Soundstage: Experience the 3rd dimension of sound with the sound flowing seamlessly, effusing a true depth audio spectacle. Hear every instrument in a song clearly and distinctly. The 3rd dimensional aspect of the soundstage makes it immersive thus offering an unparalleled audio experience.  
 Deep Resonating Bass: Experience a symphony of beat and rhythm pulsating through the body bewitching you of your senses. The wide frequency range, low noise, and super low distortion makes the audio seep through your mind like a fluid poetry casting a spell of an unparalleled audio experience. Feel every beat reverberating in your ears with crystal clarity with these TWS earbuds.  
 Lossless Audio: The Advanced Audio Codec (AAC) offers a lossless audio experience. With AAC, hear every live performance with absolute precision. Every instrument, voice and subtle inflection is captured with such fidelity that you feel as if you were right there for real. The immersion is truly unparalleled.  
 Crafted by Mivi Design Studio: The Mivi DuoPods i7 comes in a sleek casing crafted with high quality transparent acrylic lid blending seamlessly with the high-end smooth Matt base. The cavity houses a sleek pair of dual tone buds with a glossy icicle-shaped stem for added comfort. The acrylic lid is tinted in the similar shade of the base for a rich gemstone appeal.  
 Call and Sound Clarity: These wireless ear buds are powered by AI-ENC to eliminate all kinds of environmental noises. The HD Call Clarity ensures that every syllable is received loud and clear.  
 Fast Charging: The DuoPods come with Type C charging. You get 55+ Hours of combined playtime on a single charge and 8.5 hours of on-bud time. The swift charge technology allows you to get 500 mins of playtime in just 10 minutes of charging.  
 IPX Rating: With IPX 4.0 rating DuoPods i7 are crafted to keep up with your intense workouts without getting damaged due to excessive sweat.  
 Vibrant Colors and Made in India: Each shade of DuoPods i7 emits a gemstone-rich texture effused from superior grade materials for a mesmerizing finish. These bold, bright and dazzling colors are meticulously chosen to complement your personality. Own the Indian-made and say with Pride, ""Mivi Apna Hai"". 1-year warranty from the date of purchase.  ",https://m.media-amazon.com/images/I/41I+kpD3NWL._SY300_SX300_.jpg,"₹1,499","Mivi DuoPods i7 [Latest] Earbuds - Step into The 3rd Dimension of Sound with 3D Soundstage, High Fidelity Drivers, Advanced Audio Codec for Lossless Audio & More-Pearl Black"
" Active Noise Cancellation - Anchor's active noise cancellation allows you to have a better listening experience and focus on what really matters.  
 30 Hours Playtime - Enjoy an extended listening time with your favorite tracks on repeat with Anchor that boasts of up to 30 hours of playtime.  
 Mammoth 40mm drivers - Have an exhilarating audio experience with deep, dynamic bass from the 40mm drivers  
 Gaming Mode - Enjoy a low latency gaming experience with the Game Mode on. With the provision of AUX connectivity, have an even better gaming experience with ANC and ultra-low latency.  
 Comfort Fit - Wear them for as long as you want. With the comfort fit design, you will barely feel them around your ears.  
 Voice Assistant – With Anchor's Voice Assistance feature, you can summon Siri and Google Assistant at the touch of a button.  
 IPX5 Water Resistance - Sweat and rain won't ruin your listening experience with Anchor's IPX5 Water Resistant tech.  
 boult audio Anchor; earphones; boult audio; boult, boult audio headphones; wireless; wireless earphones; bluetooth; over ear; boult over ear; probass anchor; anchor; boult anchor, active noise cancellation; anc; over ear headphones  ",https://m.media-amazon.com/images/I/31Sd4H9cJlL._SY300_SX300_.jpg,"₹3,999","Boult Audio Anchor Bluetooth Wireless Over Ear Headphones with Mic, Active Noise Cancellation, 30H Playtime, AUX Option, Balanced Audio 40mm Drivers, Voice Assistant Sweatproof Gaming ANC Headphones"
" Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a wide quality range of Audio Products  
 Multi-function Touch Control: Effortlessly manage calls and audio functions with a simple touch of your fingertips.  
 Environment Noise Cancellation & HD Sound: Enjoy crystal-clear audio by eliminating background disturbances for an immersive listening experience.  
 AUTO Magnetic Switch Off: Conveniently power on/off by separating or attaching the magnetic earbuds.  
 GAMING READY (Game & Music Mode): Seamlessly switch between game and music modes with a 2-second touch button hold.  
 40 Hours PLAYTIME*: Enjoy extended playtime for uninterrupted listening pleasure.  
 TURBOVOLT CHARGING (10 MIN = 10 HOURS): Rapidly recharge with TurboVolt technology, offering 10 hours of playback with just 10 minutes of charging  
 Built-In Handsfree Calling: Stay connected on-the-go with the convenience of hands-free calling.  ",https://m.media-amazon.com/images/I/313-ZQ+h3PL._SY300_SX300_.jpg,"₹1,399",Blaupunkt Newly Launched BE120 Touch Wireless Neckband with Multi-Touch Control I Auto Magnetic Off I Gaming Ready I 40H Playtime I TurboVolt Charging I Built-in Handsfree Calling (Black)
" The Amazon Basics neckband comes with a play time up to 30 hours  
 The neckband stays in place even during rigorous physical activities.  
 The product comes with an IPX6-rated shield which certifies it as a water and sweat-proof neckband.  
 The magnetic ear tips make storage easier for the user.  
 Its numerous controls allow the user to toggle the volume, skip tracks, attend calls, and activate voice assistants.  
 The latest 5.0 Bluetooth technology speeds up pairing.  
 It comes with a 1-year warranty from the date of purchase.  ",https://m.media-amazon.com/images/I/31WjPpW5JZL._SY300_SX300_.jpg,"₹1,069","Amazon Basics in-Ear Bluetooth 5.0 Neckband with Up to 30 Hours Playtime, Magnetic Earbuds, Voice Assistant, Dual Pairing and IPX6 Rated, with Mic (Grey)"
" 【Ideal Girt For Girls, Boys Kids】 - This kids headphones with cat ear design is cute appearance attracts girls/boys. Exquisite packaging box is very suitable as a gift for kids on diwali, birthday, Christmas, gifts exchange, school day etc.  
 【Kids Headphones Wireless Lightweight & Compact】- Headphones for children offer lightweight features to suit the active lifestyles of children, such as enjoying music, videos, or remote schooling during the lockdown. Besides, the kid's headphones for kids are compact enough, which will make the kid's headphones easier to pack and thus ideal for traveling.  
 【Kids Headphones Wireless Comfortable & Adjustable】- Wireless headphones for kids with soft padding around the cups so that the wearer would be able to wear them for several hours when needed. This applies to long-haul flights or during sleep. Plus flexible headbands because it fits easier and permits refitting.  
 【Kids Headphones Wireless Noise Deduction Children Headphones】- Kids bluetooth headphones have a noise-canceling function to eliminate background noise so that the kids would be able to hear clearly and get less distracted by the outside noise. Perfect for kids when having online classes or watching videos & 【Kids Headphones Wireless】 - Kids bluetooth headphones over ear adopt the newest bluetooth 5.3 version  
 1 YEAR WARRANTY FROM THE DATE OF PURCHASE  ",https://m.media-amazon.com/images/I/41qP4TgR7oL._SX300_SY300_QL70_FMwebp_.jpg,"₹1,799",WK LIFE BORN TO LIVE K8 Wireless/Wired Kids Headphones with Mic for Girls/Boys Cat Ear Bluetooth Online Learning School (Pink)
